,category_id,description,category_path
0,1376,j&b trading,Grocery & Gourmet Food > Beverages > Spirits
1,1376,john j. miller'sthe big,Grocery & Gourmet Food > Beverages > Spirits
2,1376,"Eagle Brewing AG405 Stainless Steel False Bottom, 12"" Diameter",Grocery & Gourmet Food > Beverages > Spirits
3,1376,"Goslings Original ChopSaver SPF 15 Lip Care, 0.15 Ounce (Pack of 6)",Grocery & Gourmet Food > Beverages > Spirits
4,1376,El Payaso De La Clase,Grocery & Gourmet Food > Beverages > Spirits
5,1376,woodford reserve spiced cherry bourbon barrel aged cocktail bitters - 100ml,Grocery & Gourmet Food > Beverages > Spirits
6,1376,Highland Park (Images of America: California),Grocery & Gourmet Food > Beverages > Spirits
7,1376,scotch honey whiskey liquor,Grocery & Gourmet Food > Beverages > Spirits
8,1376,woodford reserve bourbon cherries jar (311g),Grocery & Gourmet Food > Beverages > Spirits
9,1376,Flexshot 750 ML Bottle Electric Light,Grocery & Gourmet Food > Beverages > Spirits
10,1376,Old No. 1 / Texas Cookin,Grocery & Gourmet Food > Beverages > Spirits
11,1376,scotch whisky,Grocery & Gourmet Food > Beverages > Spirits
12,1376,the kraken hangboard,Grocery & Gourmet Food > Beverages > Spirits
13,1376,irish peat briquettes,Grocery & Gourmet Food > Beverages > Spirits
14,1376,Single Malt Scotch,Grocery & Gourmet Food > Beverages > Spirits
15,1376,Adult Malt Whiskey Top,Grocery & Gourmet Food > Beverages > Spirits
16,1376,Cherry Brandy Liquor Quick Essence,Grocery & Gourmet Food > Beverages > Spirits
17,1376,mileeven honey with jameson irish whiskey,Grocery & Gourmet Food > Beverages > Spirits
18,1376,plymouth turkey hardmat,Grocery & Gourmet Food > Beverages > Spirits
19,1376,suntory the yamazaki single malt whisky 12yr - (750ml),Grocery & Gourmet Food > Beverages > Spirits
20,1376,jose cuervo cinge cinnamon tequila - (750ml),Grocery & Gourmet Food > Beverages > Spirits
21,1376,bula montsant - (750ml),Grocery & Gourmet Food > Beverages > Spirits
22,1376,jefferson's bourbon very small batch - (750ml),Grocery & Gourmet Food > Beverages > Spirits
23,1376,"smirnoff no. 21 vodka, coconut - (750ml)",Grocery & Gourmet Food > Beverages > Spirits
24,1376,jack daniel's tennessee honey whiskey - (1l),Grocery & Gourmet Food > Beverages > Spirits
