,category_id,description,category_path
0,484,Magic Platinum Shaving Powder 4.5oz. Skin Conditioning (2 Pack),"Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
1,484,"Cremo Cream The Astonishingly Superior Shave Cream, 6 Fluid Ounce (Packaging May Vary)), 3 Pack","Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
2,484,taylor of old bond street almond shaving cream,"Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
3,484,natural skin care for men shave cream burt's bees,"Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
4,484,"ACCA KAPPA White Moss Travel Shave Foam, Sensitive Skin 1.7 fl oz (50 ml)","Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
5,484,Colonel Conk's Natural Shave Cream - Unscented,"Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
6,484,dkny simply perfect demi bra (453266) 34c/skinny dip,"Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
7,484,"royall rugby, 4oz","Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
8,484,whish shave crave shaving cream 5 fl oz. new,"Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
9,484,Whish Shave Cream and,"Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
10,484,Exclusive By Tend Skin The Skin Care Solution Liquid 118ml/4oz,"Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
11,484,3 (PACK) Trader Joe's Honey Mango Moisturizing Shave Cream with Aloe Vera and,"Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
12,484,kent hand made beard and moustache comb (81t) health and beauty new,"Health & Beauty > Personal Care > Shaving & Hair Removal > Shaving Creams, Lotions & Soaps > Creams"
