,category_id,description,category_path
0,886,Replacement Water Filter Cartridge for Samsung Refrigerator Models RF31FMEDBBC/AA / RS25H5111WW (4 Pack),Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
1,886,"Waterdrop Refrigerator Water Filter Replacement for Whirlpool 4396701, 4396702, 3 Pack",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
2,886,"brita water filter pitcher advanced replacement filters, 6 count (packaging may vary)",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
3,886,water sentinel wss-2-3,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
4,886,ge mwf smartwater compatible refrigerator water filter 3 pack,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
5,886,whirlpool 4396701 46-9915,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
6,886,whirlpool filter bypass plug,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
7,886,"Brita Atlantis Water Filter Pitcher, Blue, 6 Cup- Discontinued By Manufacturer",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
8,886,Pelican Premium Shower,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
9,886,"culligan whr-140 replacement shower filter cartridge for wsh-c125, hsh-c135, ish-100 shower units (3 pack)",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
10,886,waterwise 4000 post filter replacement cups - six pack (water wise) distillation,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
11,886,"whirlpool 4396710p kitchenaid pur push button cyst-reducing, side-by-side refrigerator water filter, 2-pack",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
12,886,"LG LT700P or Kenmore 46-9690 Replacement Water Filter Fast Flow R-9690 by Refresh - Fits LG ADQ36006101, WSL-3",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
13,886,"Mist Frigidaire Water Filter -ULTRAWF Compatible Cartridge For Frigidaire Refrigerators & Ice Makers - Compatible with Puresource, Gallery, Professional Series Fridge and Some Electrolux Models",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
14,886,"bobble 64-ounce jug with filter, magenta",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
15,886,WR49X10103 GE Appliance Feeler Arm Field Fix,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
16,886,"Refresh LG 5231JA2006A, LG 5231JA2006B, LG LT600P 3 PACK Water Filter Replacement by Refresh - Also fits Kenmore 46-9990, 9990, 469990",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
17,886,"campbell 1ss-12 sediment filter cartridges, 5 micron, 9 3/4"", 2 pack",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
18,886,Water Fall | Home Water Filter BY KOR Water,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
19,886,"Water Sentinel WSL-3 Water Filter Replaces LT700P, ADQ36006101, ADQ36006101-S, ADQ36006101S, ADQ36006102, ADQ36006102-S,",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
20,886,3M Aqua-Pure Whole House Water Filtration System - Model AP903,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
21,886,"2 Pack - IcePure Water Filter to Replace LG, Kenmore, Sears, LT500P, 5231JA2002, 5231LA2002A, 5231JA2002A-S, 5231JA2002B, 5231JA2002B-S, 9890, ADQ72910901, ADQ72910902, GEN11042F-08, GEN11042FR-08, PS2487038, SGF-LA22, EEF-6005A, WF-290, WF290, WSL-1.",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
22,886,"swift green replacement for ge mswf refrigerator filter, 3-pack",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
23,886,whirlpool pur,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
24,886,3 pc filter replacement cartridge for ehm alkaline mineral water ionizer pitcher 3.5l ... 3 pc,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
25,886,Whirlpool 4396701 46-9915 EDR6D1 Filter 6 ReplacementBrand Comparable Refrigerator Water Filter,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
26,886,Doulton W9220406 Imperial Sterasyl OBE Ceramic Filter,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
27,886,"lg lt700p, adq36006101, 9690, 46-9690 compatible water filter",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
28,886,"Maytag UKF8001 PUR MADE IN USA Premium Water Filter Replacement for Refrigerator - Compatible with EDR4RXD1, FILTER 4, UKF8001AXX, Whirlpool 4396395, Puriclean II, Kenmore 46 9006 by Purelli",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
29,886,Alkapitcher Brand Alkaline Water Pitcher Filter 3 Pack Replacement - For Alkapitcher Brand Only.,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
30,886,Samsung Refrigerator Water Filter Cartridge Multi Compatible Fridge Replacement WFI - Aqua-pure Plus - Side By Side and French Door Refrigerators ZWF-1 (1),Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
31,886,laica bi-flux water filter cartridge with mineralbalance - 3 pack,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
32,886,"Samsung Compatible Refrigerator Water Filter for DA29-00020A, DA29-00020B, 04609101000, 09101, 46-9101, 469101",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
33,886,live water filtration,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
34,886,filbur fc-0536,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
35,886,4 gallon countertop water,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
36,886,"hydronix spc-45-2005 polyester pleated filter 4.5"" od x 20"" length, 5 micron",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
37,886,LeDoux 64 Cup Water Filter Pitcher,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
38,886,MSWF (GE) / MSWFDS (GE) Replacement Refrigerator Water Filter,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
39,886,"whirlpool 4396510t quarter turn, cyst-reducing side-by-side refrigerator water filter, 3-pack",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
40,886,filtrete 4us-maxl-f01 high,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
41,886,savio livingponds waterfall filter f100,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
42,886,GE MWF Refrigerator Filter by K&J - SmartWater Filter Cartridge,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
43,886,2-Pack Replacement Sears / Kenmore GEN11042FR-08 Refrigerator Water Filter - Compatible Sears / Kenmore GEN11042FR-08 Fridge Water Filter Cartridge,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
44,886,"3M Water Filtration Products Filter Cartridge, Model HF90, 54000 Gallon Capacity, 5 gpm Flow Rate, 0.2 Micron",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
45,886,"2-Pack Replacement Samsung RF323TEDBSR/AA-0001 Refrigerator Water Filter - Compatible Samsung DA29-00020B, DA29-00020A, HAF-CIN Fridge Water Filter Cartridge",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
46,886,aqua fresh wf289 replacement for samsung da2900003 and da29-00003b,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
47,886,Quality 5 Stage Ion Exchg Filter 2 Pk By Zero Technologies,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
48,886,"2 X WLF-01 - Replacement Filter for LG LT700P, Kenmore 46-9690, ADQ36006101, ADQ36006101-S, ADQ36006101S, ADQ36006102, ADQ36006102-S, ADQ36006102S, 048231783705, ADQ36006101, 9690",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
49,886,Maytag UKF8001 PUR Whirlpool EDR4RXD1 Compatible Refrigerator Water Filter R-9006 by Refresh,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
50,886,K7M Replacement Water Filter for Aquaphor DWM-101 Reverse Osmosis Water Filtration System,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
51,886,(Pack of 4) Angelica Water Filter Comparable LG LT700P ADQ36006102 WF700 Kenmore 46-9690,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
52,886,vacmaster vcfs standard cartidge filter & retainer,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
53,886,brondell h2o+ water pticher filtration system (white),Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
54,886,New and Improved Clear2O Replacement Water Pitcher Filter Pack of 3,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
55,886,"Maytag UKF8001 PUR Water Filter Replacement by Refresh for FILTER 4, UKF8001AXX, EDR4RXD1, Whirlpool 4396395, Puriclean II, Kenmore 9006",Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
56,886,purenex 6c 6 block activated carbon 5 micron water filters,Tools & Home Improvement > Kitchen & Bath Fixtures > Water Filtration & Softeners
