,category_id,description,category_path
0,1368,"Perry Ellis Men's Suit Vest, Natural Linen",Apparel & Accessories > Apparel > Vests > Men
1,1368,"Men's Top Designed Casual Slim Fit Skinny dress Vest Waistcoat (Asia XXL(US:L), Gray Two)",Apparel & Accessories > Apparel > Vests > Men
2,1368,"Men's Naked Cowhide Leather SOA Vest, Zipper and Snap Front w/ 2 Inside Gun Pockets and Single Panel Back (X-Large)",Apparel & Accessories > Apparel > Vests > Men
3,1368,Xelement Mens Black Denim Motorcycle Vest - Medium,Apparel & Accessories > Apparel > Vests > Men
4,1368,Casual Summer Mesh Vest Men Fast Dry Slim Photo Sleeveless Jacket Male Pocket Sport Outdoor Hiking Hunting Fishing,Apparel & Accessories > Apparel > Vests > Men
5,1368,Devon & Jones D477 V-Neck Vest - Stone - L,Apparel & Accessories > Apparel > Vests > Men
6,1368,WWK Mens Tweed Bodywarmer Gilet Hunting Shooting Vest (Medium - Dark Green),Apparel & Accessories > Apparel > Vests > Men
7,1368,"Azzurro Men's Dress Vest Set Neck Tie, Hanky for Suit or Tuxedo White 3XL",Apparel & Accessories > Apparel > Vests > Men
8,1368,SCOTTeVEST Men's Travel Boxers,Apparel & Accessories > Apparel > Vests > Men
9,1368,Ed Garments Two Pockets,Apparel & Accessories > Apparel > Vests > Men
10,1368,doublju mens active bodywarmer padded vest with detachable hood blue small,Apparel & Accessories > Apparel > Vests > Men
11,1368,Men's Heather Grey Full Back Dress Vest,Apparel & Accessories > Apparel > Vests > Men
12,1368,Men's Paisley Design Dress Vest & Bow Tie PEACH Color BOWTie Set sz Small,Apparel & Accessories > Apparel > Vests > Men
13,1368,doublju mens check slim vest with 4 buttons navy (us-m),Apparel & Accessories > Apparel > Vests > Men
14,1368,SOA Men's Leather Vest,Apparel & Accessories > Apparel > Vests > Men
15,1368,port authority value fleece,Apparel & Accessories > Apparel > Vests > Men
16,1368,Men's Tan Full Back Dress Vest-X-Large,Apparel & Accessories > Apparel > Vests > Men
17,1368,Eidlvais Men's Multi-Pockets Denim Vest For Outdoors Travels Sports Green Size M,Apparel & Accessories > Apparel > Vests > Men
18,1368,Classyak Western Genuine,Apparel & Accessories > Apparel > Vests > Men
19,1368,MO7 Men's Denim Vest,Apparel & Accessories > Apparel > Vests > Men
20,1368,Carhartt 101231 Men's Chapman Vest Black 3X-Large,Apparel & Accessories > Apparel > Vests > Men
21,1368,"columbia men's cathedral peak ii fleece vest, bark, medium",Apparel & Accessories > Apparel > Vests > Men
22,1368,filson mens tin cloth,Apparel & Accessories > Apparel > Vests > Men
23,1368,brand q wedding vest set red black paisley 3pcs tuxedo vest + necktie + handkerchief xxl,Apparel & Accessories > Apparel > Vests > Men
24,1368,KOGMO Womens Quilted Fully Lined Lightweight Zip Up Vest,Apparel & Accessories > Apparel > Vests > Men
25,1368,men's plaid design dress vest bowtie black red white bow tie set small,Apparel & Accessories > Apparel > Vests > Men
26,1368,Men's Blue Denim Jean Vest 3XL,Apparel & Accessories > Apparel > Vests > Men
27,1368,black satin 5 button full back vest,Apparel & Accessories > Apparel > Vests > Men
28,1368,"Amanti - Men's 4pc Set Paisley Tuxedo Vest - Banana, Large",Apparel & Accessories > Apparel > Vests > Men
29,1368,men's dress vest & necktie emerald green vertical stripes sz xl,Apparel & Accessories > Apparel > Vests > Men
30,1368,men's dress vest necktie lavender puprle neck tie set for suit or tuxedo large,Apparel & Accessories > Apparel > Vests > Men
31,1368,Tom's Ware Mens Premium Slim Fit Fully Lined Twill Vest TWMV03-GRAY-L,Apparel & Accessories > Apparel > Vests > Men
32,1368,Three Pocket Vest (XS-3X,Apparel & Accessories > Apparel > Vests > Men
33,1368,"the north face mens apex bionic vest, tnf black, lg",Apparel & Accessories > Apparel > Vests > Men
34,1368,Doublju Mens Padded Puffer Active Down Vest with Detachable Hood BLACK Medium,Apparel & Accessories > Apparel > Vests > Men
35,1368,"giovanni navarre® mosaic leather vest black, black, m",Apparel & Accessories > Apparel > Vests > Men
36,1368,"scotch & soda men's vest with polka dot lining, night, large",Apparel & Accessories > Apparel > Vests > Men
37,1368,"FLATSEVEN Mens Designer Stylish Casual Vest Premium Navy, S (Chest 38)",Apparel & Accessories > Apparel > Vests > Men
38,1368,biagio men's solid silver grey silk dress vest bow tie set size medium,Apparel & Accessories > Apparel > Vests > Men
39,1368,"Azzurro Men's Dress Vest Set Neck Tie, Hanky for Suit or Tuxedo, Navy, Small",Apparel & Accessories > Apparel > Vests > Men
40,1368,(VE34) TheLees Mens premium layered style slim vest waist coat Black US S(Tag size L),Apparel & Accessories > Apparel > Vests > Men
41,1368,"The North Face Thermoball Vest - Women's (Small, High Rise Grey/Mid Grey)",Apparel & Accessories > Apparel > Vests > Men
42,1368,"32Degrees Weatherproof Men's Packable Down Puffer Vest, New Black, Small",Apparel & Accessories > Apparel > Vests > Men
43,1368,"columbia men's cathedral peak fleece vest, black, medium",Apparel & Accessories > Apparel > Vests > Men
44,1368,TheLees (GVE) Mens Business Slim Fit Chain Point 4 Button Vest Waist Coat Brown Chest 42(Tag size XL),Apparel & Accessories > Apparel > Vests > Men
45,1368,Peacock Print Vest for Men,Apparel & Accessories > Apparel > Vests > Men
46,1368,Men's Paisley Design Dress Vest Bow Tie GOLD Color BOWTie Set size XLarge,Apparel & Accessories > Apparel > Vests > Men
47,1368,Paul Malone Wedding Vest Set Purple,Apparel & Accessories > Apparel > Vests > Men
48,1368,Men's Plaid Design Dress Vest BOWTie Purple Black White BOW Tie Set XSmall,Apparel & Accessories > Apparel > Vests > Men
49,1368,"tuxedo vest - wool for winter!-100% wool full back tuxedo vest, 5 buttons (40-42=medium)",Apparel & Accessories > Apparel > Vests > Men
50,1368,"Marc Ecko Cut & Sew Men's Bottlebrush Fashion Vest, Stalk, Large",Apparel & Accessories > Apparel > Vests > Men
51,1368,"Amanti - Men's 4pc Set Paisley Tuxedo Vest Vest / Tie / Hanky / Bow Tie (X-Large (Chest:43""), Turquiose)",Apparel & Accessories > Apparel > Vests > Men
52,1368,diamond platetm rock design genuine buffalo leather motorcycle vest with skull and crossbones embroidered patch,Apparel & Accessories > Apparel > Vests > Men
53,1368,"columbia men's big cathedral peak ii vest, buffalo, 4x",Apparel & Accessories > Apparel > Vests > Men
54,1368,thelees (ve35) mens layered style 3 button slim vest waistcoat black xx-large(us x-large),Apparel & Accessories > Apparel > Vests > Men
55,1368,"Carhartt Men's Sherpa Lined Sandstone Rugged Vest V26,Moss,Large",Apparel & Accessories > Apparel > Vests > Men
56,1368,"perry ellis men's stripe 5 button vest, slate, small",Apparel & Accessories > Apparel > Vests > Men
57,1368,"men's soa denim vest w/ 1 inside concealed weapon gun pockets (6x, blue denim)",Apparel & Accessories > Apparel > Vests > Men
58,1368,SIMPLORE Pro Sports Fitness,Apparel & Accessories > Apparel > Vests > Men
59,1368,"Merokeety Women's Fall Quilted Herringbone Pockets Stripe Puffer Vest with Zipper, Medium",Apparel & Accessories > Apparel > Vests > Men
60,1368,"Mens Padded Body Warmer Puffer Vest Active Bodywarmer Gilet with Hood Black, US M(Asian XXL)",Apparel & Accessories > Apparel > Vests > Men
61,1368,"Columbia Silver Ridge Vest (Large, Grill)",Apparel & Accessories > Apparel > Vests > Men
62,1368,"radians sv59-2zgd-2x class 2 heavy duty surveyor safety vest, green mesh solid, 2 extra large",Apparel & Accessories > Apparel > Vests > Men
63,1368,"brooks men's essential run vest, black, medium",Apparel & Accessories > Apparel > Vests > Men
64,1368,"Victorinox Men's Grafton Quilted Vest, Black, Large",Apparel & Accessories > Apparel > Vests > Men
65,1368,Arcteryx Atom LT Vest - Men's Carbon Copy Medium,Apparel & Accessories > Apparel > Vests > Men
66,1368,"Mrignt Men's Travels Sports Jacket Coat Vest(US 2XL (Asia 5XL),Khaki)",Apparel & Accessories > Apparel > Vests > Men
67,1368,Leather Motorcycle Vest,Apparel & Accessories > Apparel > Vests > Men
68,1368,"ed garments men's textured weave fully lined economy vest, navy, small",Apparel & Accessories > Apparel > Vests > Men
69,1368,men's dress vest necktie gold & black woven striped neck tie design sz s,Apparel & Accessories > Apparel > Vests > Men
70,1368,Flora&Fred Men's Paisley,Apparel & Accessories > Apparel > Vests > Men
