,category_id,description,category_path
0,426,loreal casting creme gloss iced mocha 613,Health & Beauty > Hair Care > Hair Color
1,426,Bigen Semi-permanent Hair Color (Intense Violet),Health & Beauty > Hair Care > Hair Color
2,426,wella koleston perfect permanent creme haircolor 1+1 0/88 blue new,Health & Beauty > Hair Care > Hair Color
3,426,Alfaparf Evolution of Color 8 NI Light Natural Intense Blonde Permanent Hair Color 2.05 oz. (58.2 g),Health & Beauty > Hair Care > Hair Color
4,426,Powder Lightener Tub,Health & Beauty > Hair Care > Hair Color
5,426,grayban hair color restorer,Health & Beauty > Hair Care > Hair Color
6,426,garnier nutrisse nourishing,Health & Beauty > Hair Care > Hair Color
7,426,wella color charm 246/5a,Health & Beauty > Hair Care > Hair Color
8,426,colorsmash hair shadow gold rush #012091,Health & Beauty > Hair Care > Hair Color
9,426,redken shades eq equalizing conditioning color gloss 05g caramel,Health & Beauty > Hair Care > Hair Color
10,426,dariya palty hair treatment bleach natural brown,Health & Beauty > Hair Care > Hair Color
11,426,"sparks long-lasting bright hair color, crystal clear, 3 ounce",Health & Beauty > Hair Care > Hair Color
12,426,goldwell topchic lotion 20 volume developer 32 oz.,Health & Beauty > Hair Care > Hair Color
13,426,seasons dulhan henna powder,Health & Beauty > Hair Care > Hair Color
14,426,"l'oreal paris feria brush-on intense ombre effect hair color, 040 for soft black to black hair",Health & Beauty > Hair Care > Hair Color
15,426,"natural shampoo, dark brown",Health & Beauty > Hair Care > Hair Color
16,426,redken chromatics color 6n natural 2.0 oz,Health & Beauty > Hair Care > Hair Color
17,426,redken shades eq 9n cafe au lait 2oz,Health & Beauty > Hair Care > Hair Color
18,426,redken shades eq equalizing conditioning color gloss 06rb cherry cola,Health & Beauty > Hair Care > Hair Color
19,426,touchback instant gray root touch up real hair color in a marker dark brown 0.27oz new,Health & Beauty > Hair Care > Hair Color
20,426,"Naturtint Permanent Hair Color - 6N Dark Blonde, 5.28 fl oz (6-pack)",Health & Beauty > Hair Care > Hair Color
21,426,arctic fox semi permanent hair dye - 4 ounce arctic mist #2,Health & Beauty > Hair Care > Hair Color
22,426,"clairol nice 'n easy hair color, natural dark reddish brown (112a)",Health & Beauty > Hair Care > Hair Color
23,426,"l'oreal paris excellence creme hair color, 7 dark blonde",Health & Beauty > Hair Care > Hair Color
24,426,Revlon Color Effects Highlights Hair Color - Burgundy - oz,Health & Beauty > Hair Care > Hair Color
25,426,garnier olia oil powered,Health & Beauty > Hair Care > Hair Color
26,426,manic panic,Health & Beauty > Hair Care > Hair Color
27,426,Schwarzkopf Professional Blond Me Blonde Toning - Sand - 2.1 oz,Health & Beauty > Hair Care > Hair Color
28,426,colora henna powder hair color red sunset 2oz (3 pack),Health & Beauty > Hair Care > Hair Color
29,426,xtreme barber onyx spray on hair color 4 oz - natural black,Health & Beauty > Hair Care > Hair Color
30,426,no gray quick fix instant,Health & Beauty > Hair Care > Hair Color
31,426,kiss express color semi- permanent truly red 3.5oz,Health & Beauty > Hair Care > Hair Color
32,426,cassia obovata (neutral,Health & Beauty > Hair Care > Hair Color
33,426,"Wella - Color Charm Liquid Toner #T18 Lightest Ash Blonde, 1.4 fl oz/42 ml",Health & Beauty > Hair Care > Hair Color
34,426,Tish & Snooky's MANIC PANIC N.Y.C. Creamtone Raven Lethal Lipstick,Health & Beauty > Hair Care > Hair Color
35,426,excellence medium golden,Health & Beauty > Hair Care > Hair Color
36,426,organic red henna leaf powder,Health & Beauty > Hair Care > Hair Color
37,426,"naturtint 9n honey blonde permanent haircolor, 1 kit, 5.28 ounce new",Health & Beauty > Hair Care > Hair Color
38,426,Clairol Nice 'n Easy 5RB 119B Natural Medium Reddish Brown 1 Kit(Pack of 3),Health & Beauty > Hair Care > Hair Color
39,426,wella cc creme 20 volume 3.6oz developer,Health & Beauty > Hair Care > Hair Color
40,426,matrix socolor 506w light natural warm brown grey coverage 3 oz tube,Health & Beauty > Hair Care > Hair Color
41,426,"Naturtint Permanent Hair Color - 7G Golden Blonde, 5.28 fl oz (6-pack)",Health & Beauty > Hair Care > Hair Color
42,426,"clairol professional basic white 2 powder lighteners hair color, pack",Health & Beauty > Hair Care > Hair Color
43,426,204 (.125 oz) rigid collodion scarring liquid,Health & Beauty > Hair Care > Hair Color
44,426,Roux Clean Touch 11.8oz (6 Pack),Health & Beauty > Hair Care > Hair Color
45,426,high beams intense temporary spray-on hair color - natural blonde 2.7 oz (3 pack),Health & Beauty > Hair Care > Hair Color
46,426,Clairol Jazzing Temporary Hair Color - #98 Black Cherry 3 oz.,Health & Beauty > Hair Care > Hair Color
47,426,"Nice 'n Easy Root Touch-Up, Black [003] 1 ea (Pack of 4)",Health & Beauty > Hair Care > Hair Color
48,426,"l'oreal paris healthy look, 6r light red brown/spiced praline",Health & Beauty > Hair Care > Hair Color
49,426,goldwell nectaya nurturing hair color - 7g hazel,Health & Beauty > Hair Care > Hair Color
50,426,schwarzkopf live color xxl 87 mystic violet health and beauty,Health & Beauty > Hair Care > Hair Color
51,426,"L'Oreal Paris Superior Preference Hair Color, 5 Medium Brown",Health & Beauty > Hair Care > Hair Color
52,426,deep / dark red henna hair color dye 1x100 grams - the henna guys,Health & Beauty > Hair Care > Hair Color
53,426,"garnier nutrisse nourishing color creme permanent haircolor, limited edition magnetic coppers, light natural copper 643",Health & Beauty > Hair Care > Hair Color
54,426,"KAO Prettia Bubble Hair Color, Natural Ash, 0.5 Pound",Health & Beauty > Hair Care > Hair Color
55,426,"jerome russell b wild hair and body glitter, silver, 3.5 ounce",Health & Beauty > Hair Care > Hair Color
56,426,yellow hair color spray,Health & Beauty > Hair Care > Hair Color
57,426,sebastian cellophanes,Health & Beauty > Hair Care > Hair Color
58,426,"Matrix Socolor Hair Color (Various colors) 3 oz tube, #7RB Dark Red Blonde",Health & Beauty > Hair Care > Hair Color
59,426,manic panic amplified hair,Health & Beauty > Hair Care > Hair Color
60,426,Professional Semi-Permanent Makeup Machine Good Quality Eyebrow Makeup Tattoo Pen (Modena),Health & Beauty > Hair Care > Hair Color
61,426,clairol nice n easy touch,Health & Beauty > Hair Care > Hair Color
62,426,pravana artificial hair color extractor 3combo set,Health & Beauty > Hair Care > Hair Color
63,426,sebastian cellophanes - caramel brown new,Health & Beauty > Hair Care > Hair Color
64,426,"l'oreal paris feria, 60 light brown/crystal brown",Health & Beauty > Hair Care > Hair Color
65,426,Semi-Permanent Hair Color Hot Red,Health & Beauty > Hair Care > Hair Color
66,426,"L'Oreal Paris Hair Color Excellence Non-Drip Creme Triple Protection Color, 8RB Reddish Blonde, 3 Count",Health & Beauty > Hair Care > Hair Color
67,426,"Framesi Decolor B Cream Plus, 7.5 Ounce",Health & Beauty > Hair Care > Hair Color
68,426,bigen powder hair color #57 dark brown,Health & Beauty > Hair Care > Hair Color
69,426,"couleur experte light ash brown , french eclair",Health & Beauty > Hair Care > Hair Color
70,426,clairol nice 'n easy cc,Health & Beauty > Hair Care > Hair Color
71,426,Goldwell Colorance Soft Color Foam Colorant 6B,Health & Beauty > Hair Care > Hair Color
72,426,new manic panic electric banana cream semi permanent hair dye cyber goth uv punk new,Health & Beauty > Hair Care > Hair Color
73,426,"Vidal Sassoon Salonist Hair Colour Permanent Color Kit, 7/0 Dark Neutral Blonde",Health & Beauty > Hair Care > Hair Color
74,426,white temporary spray in hair color,Health & Beauty > Hair Care > Hair Color
75,426,Vitality's Espresso Coloring Conditioner - PLATINUM 6.7 oz,Health & Beauty > Hair Care > Hair Color
76,426,Metarelief 1 Kit,Health & Beauty > Hair Care > Hair Color
77,426,salon care prism lites lightener violet 1 oz.,Health & Beauty > Hair Care > Hair Color
78,426,Manic Panic Electric Amethyst Hair Color Cream,Health & Beauty > Hair Care > Hair Color
79,426,adore creative image hair color #86 raspberry twist,Health & Beauty > Hair Care > Hair Color
80,426,"softsheen carson dark and lovely go intense hair color, super black",Health & Beauty > Hair Care > Hair Color
81,426,la riche directions semi-perm hair colour alpine green (all colours avail) 4x 88ml,Health & Beauty > Hair Care > Hair Color
82,426,color me black: the,Health & Beauty > Hair Care > Hair Color
83,426,new 2013 crop jamila henna mehandi powder fresh foil pack baq hair color conditioner,Health & Beauty > Hair Care > Hair Color
84,426,loreal excel creme color #5.1 medium ash brown 1.74oz (3 pack),Health & Beauty > Hair Care > Hair Color
85,426,Betty Beauty Hair Dye - Black,Health & Beauty > Hair Care > Hair Color
86,426,Naturtint Permanent Hair Color 9N Honey Blonde -- 5.45 fl oz,Health & Beauty > Hair Care > Hair Color
87,426,"manly guy black hair, beard",Health & Beauty > Hair Care > Hair Color
88,426,"garnier nutrisse haircolor, 43 dark golden brown cocoa bean misc.",Health & Beauty > Hair Care > Hair Color
89,426,"wella blondor soft blonde cream lighter, 7 oz new",Health & Beauty > Hair Care > Hair Color
90,426,L'Oreal Preference # BR8 Mega Brown Coffee,Health & Beauty > Hair Care > Hair Color
91,426,l'oreal colorzap haircolor,Health & Beauty > Hair Care > Hair Color
92,426,Godefroy 1 Count 28 Day Eyebrow Color Natural Black 10 application Kit,Health & Beauty > Hair Care > Hair Color
93,426,Revlon Frost & Glow Highlighting Kit-Medium/Dark Brown Hair,Health & Beauty > Hair Care > Hair Color
94,426,redken shades eq equalizing conditioning color gloss 09gb butter cream new,Health & Beauty > Hair Care > Hair Color
95,426,"l'oreal paris feria, 40 deeply brown/espresso misc.",Health & Beauty > Hair Care > Hair Color
96,426,"high beams intense temporary spray on hair color, silver, 2.7 ounce misc.",Health & Beauty > Hair Care > Hair Color
97,426,goldwell topchic hair color coloration (tube) 7b safari,Health & Beauty > Hair Care > Hair Color
98,426,"Mineral Fusion Natural Root Concealer, Dark Brown - Gray, 0.28 Ounce New",Health & Beauty > Hair Care > Hair Color
99,426,"pravana chromasilk creme hair color with silk & keratin protein, 4.52 mahagany violet brown",Health & Beauty > Hair Care > Hair Color
100,426,wella color touch 3/0 (dark,Health & Beauty > Hair Care > Hair Color
101,426,rita hazan root concealer for gray coverage 2 oz. - dark blonde,Health & Beauty > Hair Care > Hair Color
102,426,Sebastian Cellophanes Cinnamon Red A3 Complex 300ml 10.1 oz,Health & Beauty > Hair Care > Hair Color
103,426,Wella Color Touch Relights /00 (Clear Glaze) 2oz,Health & Beauty > Hair Care > Hair Color
104,426,salerm color soft,Health & Beauty > Hair Care > Hair Color
105,426,l'oreal healthy look creme,Health & Beauty > Hair Care > Hair Color
106,426,rashell masc-a-gray hair color mascara - brown,Health & Beauty > Hair Care > Hair Color
107,426,"garnier nutrisse haircolor, 30 darkest brown sweet cola",Health & Beauty > Hair Care > Hair Color
108,426,joico vero k-pak color intensity semi-permanent hair color - peacock green misc.,Health & Beauty > Hair Care > Hair Color
109,426,Neutral Henna Powder (Cassia Obovata) (1/2lb),Health & Beauty > Hair Care > Hair Color
110,426,dikson service extra premium 5n lighitest brown permanent hair coloring cream 4 fl. oz. (120 ml),Health & Beauty > Hair Care > Hair Color
111,426,"l'oreal paris superior preference hair color, ul51 sun-kissed caramels hi-lift natural brown",Health & Beauty > Hair Care > Hair Color
112,426,Schwarzkopf Professional Igora Royal Hair Color - 9-1 Extra Light Ash Blonde,Health & Beauty > Hair Care > Hair Color
113,426,feria highlighting kit c100 extremely light blonde packaging may vary,Health & Beauty > Hair Care > Hair Color
114,426,kaleidocolors tonal powder,Health & Beauty > Hair Care > Hair Color
115,426,l'oreal paris super blonde,Health & Beauty > Hair Care > Hair Color
116,426,schwarzkopf - igora royal permanent hair color 9-0 extra light blonde 2.1 oz.,Health & Beauty > Hair Care > Hair Color
117,426,Loreal Excel Hicolor H13 Tube Natural Blonde 1.74oz (3 Pack),Health & Beauty > Hair Care > Hair Color
118,426,ColorMe by Giuliano (Gold),Health & Beauty > Hair Care > Hair Color
119,426,herbatint-7n/blonde herbavita 4 oz liquid,Health & Beauty > Hair Care > Hair Color
120,426,Organic Squid Ink Treatment Color Cream 1st 500ml + 2nd 500ml (Mahogany Brown),Health & Beauty > Hair Care > Hair Color
121,426,auburn henna hair dye-the henna guys®,Health & Beauty > Hair Care > Hair Color
122,426,L'Oreal Paris Preference Dark Brown,Health & Beauty > Hair Care > Hair Color
123,426,Lunatik Hair Dye (Asphyxiation blue),Health & Beauty > Hair Care > Hair Color
124,426,"L'Oreal Paris Hair Color Feria Power Dye, Violet Noir V38",Health & Beauty > Hair Care > Hair Color
125,426,manly guy medium brown,Health & Beauty > Hair Care > Hair Color
126,426,"Wella Koleston Perfect 12 Percent Creme Developer, 33.8 Ounce",Health & Beauty > Hair Care > Hair Color
127,426,ardell gray magic color additive 120 application 1 oz,Health & Beauty > Hair Care > Hair Color
128,426,l'oreal professionnel majirel ionene g incell permanent creme color 6.34/6gc,Health & Beauty > Hair Care > Hair Color
129,426,surya brasil - henna brasil cream hair coloring with organic extracts copper - 2.31 oz,Health & Beauty > Hair Care > Hair Color
130,426,redken shades eq 7nb chestnut 2 oz health and beauty,Health & Beauty > Hair Care > Hair Color
131,426,godrej nupur natural mehndi,Health & Beauty > Hair Care > Hair Color
132,426,clairol professional pure white cream developer - 20 volume 32 oz. (pack of 2),Health & Beauty > Hair Care > Hair Color
133,426,"garnier nutrisse haircolor, 73 dark golden blonde honeydip",Health & Beauty > Hair Care > Hair Color
134,426,n'rage colorageous brush'n,Health & Beauty > Hair Care > Hair Color
135,426,berina permanent hair dye color cream no. a23 bright red.,Health & Beauty > Hair Care > Hair Color
136,426,Pravana Chromosilk Vivids Hair Color (3 Pack) (Vivid Violet),Health & Beauty > Hair Care > Hair Color
137,426,cosamo -love your color- ammonia & peroxide free hair color #779 dark brown (pack of 3),Health & Beauty > Hair Care > Hair Color
138,426,"L'Oreal Oreor Creme 40 Volume Developer, (2 Pack of 16 Ounce)",Health & Beauty > Hair Care > Hair Color
139,426,manic panic - infra red hair dye,Health & Beauty > Hair Care > Hair Color
140,426,5n light chestnut brown naturtint naturally better 5.28oz misc.,Health & Beauty > Hair Care > Hair Color
141,426,color charm #6a/462 dark ash blonde,Health & Beauty > Hair Care > Hair Color
142,426,sebastian cellophanes - honey blonde,Health & Beauty > Hair Care > Hair Color
143,426,Satin Developer 40 Volume - Silicone Enhanced For Ultra Vivid Color - 32 oz,Health & Beauty > Hair Care > Hair Color
144,426,crazy color emerald green no.53 (100ml) box of 4 - semi permanent colour hair dye,Health & Beauty > Hair Care > Hair Color
145,426,jerome russell semi permanent punky colour hair cream 3.5oz turquoise # 1440 by jerome russell beauty,Health & Beauty > Hair Care > Hair Color
146,426,"Wella Koleston Perfect Hair Color, 2/0 Darkest Brown/Natural, 2 Ounce",Health & Beauty > Hair Care > Hair Color
147,426,"vidal sassoon pro series hair color, 8 medium blonde, 1 kit",Health & Beauty > Hair Care > Hair Color
148,426,Root Concealer (Black/Dark Brown) 2oz by Style Edit ® Instantly Covers Gray,Health & Beauty > Hair Care > Hair Color
149,426,dariya salon de pro hair,Health & Beauty > Hair Care > Hair Color
150,426,colorful neutral protein filler hairdressers color insurance 16 oz/473 ml health and beauty new,Health & Beauty > Hair Care > Hair Color
151,426,silk elements for men hair color system,Health & Beauty > Hair Care > Hair Color
152,426,L'anza Healing Haircolor (6NN) Light Ultra Natural Brown 3oz,Health & Beauty > Hair Care > Hair Color
153,426,"L'Oreal Paris Hair Color Root Cover Up Hair Dye, Red, 2 Ounce (Pack of 2)",Health & Beauty > Hair Care > Hair Color
154,426,clairol jazzing #80 toasted chestnut 3 oz. (case of 6),Health & Beauty > Hair Care > Hair Color
155,426,"pravana chromasilk creme hair color with silk & keratin protein, 6.46 dark copper red blonde",Health & Beauty > Hair Care > Hair Color
156,426,manic panic amplified deep,Health & Beauty > Hair Care > Hair Color
