,category_id,description,category_path
0,436,"vicks 44 nyquil cold and flu relief liquid, cherry, 12 ounce","Health & Beauty > Health Care > Cough, Cold & Flu"
1,436,"Little Remedies Sore Throat Pops, 10 Count","Health & Beauty > Health Care > Cough, Cold & Flu"
2,436,"Ricola Big Bag Original Natural Herb Cough Drops, 50 Count","Health & Beauty > Health Care > Cough, Cold & Flu"
3,436,BUCKLEY'S Original COUGH,"Health & Beauty > Health Care > Cough, Cold & Flu"
4,436,"Hyland's Bronchial Cough Relief Tablets, Natural Homeopathic Relief of Coughs","Health & Beauty > Health Care > Cough, Cold & Flu"
5,436,"alka-seltzer plus cold medicine - cherry burst, effervescent tablets 20 ea","Health & Beauty > Health Care > Cough, Cold & Flu"
6,436,"Tylenol Cold Multi-Symptom Nighttime, Cool Burst, 8 Ounce","Health & Beauty > Health Care > Cough, Cold & Flu"
7,436,Dimetapp Children's Cold & Congestion Daytime/Nighttime Liquid-Grape-8 oz,"Health & Beauty > Health Care > Cough, Cold & Flu"
8,436,"mucinex fast-max adult cold, flu and sore throat liquid, 9 ounce","Health & Beauty > Health Care > Cough, Cold & Flu"
9,436,Throat Mist 1 oz (THRO6),"Health & Beauty > Health Care > Cough, Cold & Flu"
10,436,"thayer,henry witch hazel,rose,aloe,af 12 oz 1-ea","Health & Beauty > Health Care > Cough, Cold & Flu"
11,436,A.Vogel Cough Drops Soothing Pine 18 Lozenges (Pack of 3),"Health & Beauty > Health Care > Cough, Cold & Flu"
12,436,Ricola Natural Herb Blend,"Health & Beauty > Health Care > Cough, Cold & Flu"
13,436,Herbs for Kids Quiet Tummy,"Health & Beauty > Health Care > Cough, Cold & Flu"
14,436,Olbas Cough Syrup -- 4 fl oz 2-pack,"Health & Beauty > Health Care > Cough, Cold & Flu"
15,436,Ricola The Original Natural,"Health & Beauty > Health Care > Cough, Cold & Flu"
16,436,"Pine Bros. Softish Throat Drops Value Pack, Licorice 32 ea (Pack of 6)","Health & Beauty > Health Care > Cough, Cold & Flu"
17,436,special mixture,"Health & Beauty > Health Care > Cough, Cold & Flu"
18,436,"Halls Defense, Assorted","Health & Beauty > Health Care > Cough, Cold & Flu"
19,436,"ricola herb throat drops, natural cherry honey, 24 drops (pack of 12)","Health & Beauty > Health Care > Cough, Cold & Flu"
20,436,"choloraseptic sore throat 18 lozenges/cherry,soothing (pack of 6)","Health & Beauty > Health Care > Cough, Cold & Flu"
21,436,"Halls Defense Drops, Assorted Citrus, 30-Count Drops","Health & Beauty > Health Care > Cough, Cold & Flu"
22,436,"immune strength ~ 15ml ~ 100% pure therapeutic grade synergy blend of clove bud, cinnamon bark, lemon, eucalyptus citriodora, thyme, orange, oregano,","Health & Beauty > Health Care > Cough, Cold & Flu"
23,436,"Boericke & Tafel - Alpha Cf Colds, 120 tablets New","Health & Beauty > Health Care > Cough, Cold & Flu"
24,436,[3 Pack] Cough & Cold HBP,"Health & Beauty > Health Care > Cough, Cold & Flu"
25,436,entertainer's secret throat relief spray,"Health & Beauty > Health Care > Cough, Cold & Flu"
26,436,"Contac Cold+Flu Day/Night Combo, 28 Count","Health & Beauty > Health Care > Cough, Cold & Flu"
27,436,thayers slippery elm lozenges cherry -- 42 lozenges,"Health & Beauty > Health Care > Cough, Cold & Flu"
28,436,"Hyland's Antimonium Tart. Tablets, Natural Homeopathic Coughs with Mucus in Chest Relief, 250 Count","Health & Beauty > Health Care > Cough, Cold & Flu"
29,436,little remedies for colds honey pops lollipop- 10 pops (pack of 2),"Health & Beauty > Health Care > Cough, Cold & Flu"
30,436,"good sense nasal decongestant, 10 mg phenylephrine hcl tablets, 18 count","Health & Beauty > Health Care > Cough, Cold & Flu"
31,436,"source naturals wellness cough syrup for kids, 8 ounce","Health & Beauty > Health Care > Cough, Cold & Flu"
32,436,Unda - Ribes Nigrum 4.2 fl oz,"Health & Beauty > Health Care > Cough, Cold & Flu"
33,436,"Homeostasis Labs Children's Cough and Cold Relief, 50-Count (Pack 2)","Health & Beauty > Health Care > Cough, Cold & Flu"
34,436,"Boiron Coldcalm Tablets,120 Count","Health & Beauty > Health Care > Cough, Cold & Flu"
35,436,"mentholatum ointment, 3-ounce (85 g) (pack of 4)","Health & Beauty > Health Care > Cough, Cold & Flu"
36,436,"delsym cough relief plus lozenges, cherry sugar free, 16 count","Health & Beauty > Health Care > Cough, Cold & Flu"
37,436,"ricola cough suppressant throat drops, green tea with echinacea, sugar free, 19 drops (pack of 12)","Health & Beauty > Health Care > Cough, Cold & Flu"
38,436,ricola original natural herb cough drops 2 bags 130 drops each. new,"Health & Beauty > Health Care > Cough, Cold & Flu"
39,436,"Akeman's Confectioners - Jakeman's Honey and Lemon Throat & Chest Lozenges, 30 Lozenges(pack of 3)","Health & Beauty > Health Care > Cough, Cold & Flu"
40,436,"vicks vapodrops cough drops, menthol, 20 ct (pack of 3)","Health & Beauty > Health Care > Cough, Cold & Flu"
41,436,CORICIDIN HBP MULTI-SYMPTM LIQ 12 OZ,"Health & Beauty > Health Care > Cough, Cold & Flu"
42,436,"zarbee's children's mucus relief cough, natural grape flavor, 4 ounce health and beauty","Health & Beauty > Health Care > Cough, Cold & Flu"
43,436,"olbas cold medication oil, 0.95 fluid ounce","Health & Beauty > Health Care > Cough, Cold & Flu"
44,436,halls cherry cough drops 30/bag,"Health & Beauty > Health Care > Cough, Cold & Flu"
45,436,honeysuckle soothing drops,"Health & Beauty > Health Care > Cough, Cold & Flu"
46,436,"mucinex 12-hour chest congestion expectorant tablets, 40 count","Health & Beauty > Health Care > Cough, Cold & Flu"
47,436,"mucinex fast-max adult severe congestion and cold caplets, 20 count","Health & Beauty > Health Care > Cough, Cold & Flu"
48,436,Vicks Vapo Inhaler -- 0.007 oz,"Health & Beauty > Health Care > Cough, Cold & Flu"
49,436,"(2 Pack) Robitussin DM Medi-Soothers Cough Medicated Adult Lozenges, Honey","Health & Beauty > Health Care > Cough, Cold & Flu"
50,436,Thieves Hard Lozenges by Young Living Essential Oils - 30 Lozenges,"Health & Beauty > Health Care > Cough, Cold & Flu"
51,436,Nature's Way Umcka,"Health & Beauty > Health Care > Cough, Cold & Flu"
52,436,"source naturals - wellness cold & flu, 48 tablets","Health & Beauty > Health Care > Cough, Cold & Flu"
53,436,"vicks dayquil cold & flu, multi-symptom relief, liquicaps, 24 ct.","Health & Beauty > Health Care > Cough, Cold & Flu"
54,436,Sambucol Original Syrup,"Health & Beauty > Health Care > Cough, Cold & Flu"
55,436,"hyland's defend cough and cold night time, 8 fluid ounce","Health & Beauty > Health Care > Cough, Cold & Flu"
56,436,Quantum Cold And Flu Liquid,"Health & Beauty > Health Care > Cough, Cold & Flu"
57,436,"halls defense supplement drops, assorted citrus, 50-drop container (pack of 4)","Health & Beauty > Health Care > Cough, Cold & Flu"
58,436,Vocalzone Throat 24 Pastilles + Choose Any Free Gift,"Health & Beauty > Health Care > Cough, Cold & Flu"
59,436,Luden's Throat Drops-Wild Cherry-30 ct Pack of 3,"Health & Beauty > Health Care > Cough, Cold & Flu"
60,436,health concerns cold away - 90 tablets new,"Health & Beauty > Health Care > Cough, Cold & Flu"
61,436,"cepacol lozenges max sugar free cherry, 16 count (pack of 3)","Health & Beauty > Health Care > Cough, Cold & Flu"
62,436,"Perrigo Adult Tussin Chest Congestion, 4 oz","Health & Beauty > Health Care > Cough, Cold & Flu"
63,436,"coricidin hbp antihistamine cough & cold suppressant tablets for people with high blood pressure, 16-count boxes (pack of 3)","Health & Beauty > Health Care > Cough, Cold & Flu"
64,436,CYTOMAX - TROPICAL FRUIT [Health and Beauty] - .88oz - 24 ct,"Health & Beauty > Health Care > Cough, Cold & Flu"
65,436,"Halls Defense Drops, Assorted Citrus, 25-Count Drops Sugar Free","Health & Beauty > Health Care > Cough, Cold & Flu"
66,436,Coricidin HBP Cough & Cold,"Health & Beauty > Health Care > Cough, Cold & Flu"
67,436,"chloraseptic max strength lozenges, wild berries, 15-count (pack of 4)","Health & Beauty > Health Care > Cough, Cold & Flu"
68,436,Yuen Kut Lam's Kam Wo Char - For Dry and Sore Throat - 68gm,"Health & Beauty > Health Care > Cough, Cold & Flu"
69,436,Zoe Assorted Pill Pops,"Health & Beauty > Health Care > Cough, Cold & Flu"
70,436,"Childern's Dimetapp Cold & Allergy, 8-Ounce Boxes (Pack Of 2)","Health & Beauty > Health Care > Cough, Cold & Flu"
