,category_id,description,category_path
0,437,Psi Bands - Nausea Relief Acupressure Wrist Band Drug Free Cherry Blossom - 2 Band(s),Health & Beauty > Health Care > Digestion & Nausea
1,437,Galeffi Effervescent - 2,Health & Beauty > Health Care > Digestion & Nausea
2,437,The Right Enema Bag for Deep Enemas - Open fountain top for easy cleaning & Hygiene (4 quart) - no leaky adapters OR bottle converters; Hangs Upright New,Health & Beauty > Health Care > Digestion & Nausea
3,437,Driminate Generic for Dramamine Motion Sickness 50 mg Anti Nausea 100 count,Health & Beauty > Health Care > Digestion & Nausea
4,437,"Metamucil Orange Sugar Smooth Texture Powder, 48 Count",Health & Beauty > Health Care > Digestion & Nausea
5,437,SORBITOL Solution USP 70,Health & Beauty > Health Care > Digestion & Nausea
6,437,"Picot Sal De Uvas, 12-Count",Health & Beauty > Health Care > Digestion & Nausea
7,437,PEDIA-LAX Liquid Glycerin Suppositories-6ct,Health & Beauty > Health Care > Digestion & Nausea
8,437,"Pepto-Bismol Cherry Max 5 Symptom Relief, Including Upset Stomach & Diarrhea 12 Oz (Pack of 3)",Health & Beauty > Health Care > Digestion & Nausea
9,437,"MiraLAX laxative powder, 8.3 Ounces, 14 doses",Health & Beauty > Health Care > Digestion & Nausea
10,437,Cleanstream Enema Tip Set,Health & Beauty > Health Care > Digestion & Nausea
11,437,"Pepto-Bismol Caplets 5 Symptom Relief, Including Upset Stomach & Diarrhea 24 Count (Pack of 4)",Health & Beauty > Health Care > Digestion & Nausea
12,437,Ex-Lax Maximum Strength Laxative Pills-48 ct.,Health & Beauty > Health Care > Digestion & Nausea
13,437,NAUZENE TABS CHEWABLE 40,Health & Beauty > Health Care > Digestion & Nausea
14,437,"Fleet Liquid Glycerin Suppositories, 4 Count, 7.5 ml (Pack of 3)",Health & Beauty > Health Care > Digestion & Nausea
15,437,Kirkland Signature Lansoprazole 42 Capsules,Health & Beauty > Health Care > Digestion & Nausea
16,437,Ultimate Flora Extra Care Probiotic Go Pack 50 Billion (Formerly RTS Critical Care),Health & Beauty > Health Care > Digestion & Nausea
17,437,"Pepto-Bismol 5 Symptom Relief Including Upset Stomach and Diarrhea Original Flavor Liquid, 16 Ounce",Health & Beauty > Health Care > Digestion & Nausea
18,437,Psi Bands Acupressure Wrist Band - Color Play,Health & Beauty > Health Care > Digestion & Nausea
19,437,"Digestive Advantage Gas Defense Probiotics Supplement, 32 Count",Health & Beauty > Health Care > Digestion & Nausea
20,437,"Tagamet Acid Reducer Tablets, 200 mg, 30 Count",Health & Beauty > Health Care > Digestion & Nausea
21,437,"Metamucil 100% Inulin Clear & Natural Clear-mixing Fiber Powder,original Texture, Unflavored,11.7oz (Pack of 3) (Total of 171 Servings)",Health & Beauty > Health Care > Digestion & Nausea
22,437,Bisacodyl Tablets 5 Mg 1000 New,Health & Beauty > Health Care > Digestion & Nausea
23,437,"2 Pack, Tums Smoothies Berry Fusion 60 Count and Smoothies Assorted Fruit 60",Health & Beauty > Health Care > Digestion & Nausea
24,437,Prelief 300 Caplets (Pack of 2),Health & Beauty > Health Care > Digestion & Nausea
25,437,MCK Brand 41162700 Stool Softener Mckesson Brand Liquid 16 Oz. (473 Ml) 57896040316 Box Of 1,Health & Beauty > Health Care > Digestion & Nausea
26,437,Equate Milk of Magnesia 26,Health & Beauty > Health Care > Digestion & Nausea
27,437,"Phazyme Maximum Strength Gas Relief, 36 Softgels",Health & Beauty > Health Care > Digestion & Nausea
28,437,"Tums Chewy Delights Soft Chews, Peppermint, 6 count",Health & Beauty > Health Care > Digestion & Nausea
29,437,Imodium A-D Anti-Diarrheal,Health & Beauty > Health Care > Digestion & Nausea
30,437,"The Perfect Enema Bag Kit for Colon Cleansing With Silicone Hose (4 quart, open top)",Health & Beauty > Health Care > Digestion & Nausea
31,437,Simethicone 180mg Softgels Anti-Gas Generic for Phazyme Ultra Strength 60 Gelcaps per Bottle Pack of 2 Total 120 Gelcaps New,Health & Beauty > Health Care > Digestion & Nausea
32,437,Tummydrops 7 Count Convenience Bags (4 Bags of Cranberry Cinnamon),Health & Beauty > Health Care > Digestion & Nausea
33,437,4 Travel Wrist Bands Anti Nausea Car Sea Sick Sickness,Health & Beauty > Health Care > Digestion & Nausea
34,437,Prevacid 24HR Caps 28 Count (Pack of 24),Health & Beauty > Health Care > Digestion & Nausea
35,437,Enzymatic Therapy 1000 MG HeartBurn Free - 10 Softgels (Pack of 2),Health & Beauty > Health Care > Digestion & Nausea
36,437,MiraLAX 30-Day Laxative,Health & Beauty > Health Care > Digestion & Nausea
37,437,"Compare to Dramamine® 50 mg. Tablets, Dimenhydrinate Tablets for Nausea, Dizziness",Health & Beauty > Health Care > Digestion & Nausea
38,437,Senna Plus Natural Vegetable Laxative with Stool Softener - 4 Pack,Health & Beauty > Health Care > Digestion & Nausea
39,437,"Pepto-Bismol Max 5 Symptom Relief Including Upset Stomach and Diarrhea Original Flavor Liquid, 12 Ounce",Health & Beauty > Health Care > Digestion & Nausea
40,437,Beano Meltaways Strawberry,Health & Beauty > Health Care > Digestion & Nausea
41,437,"Bonine Motion Sickness Tablets, Raspberry, 16 Count",Health & Beauty > Health Care > Digestion & Nausea
42,437,PurEnema Stainless Steel Enema Kit with 60 Page Enema Instructional Booklet | Medical-Grade Silicone Tubing | Seeking Health,Health & Beauty > Health Care > Digestion & Nausea
43,437,"Fleet Saline Enima, 4.5 Ounce (Pack of 12)",Health & Beauty > Health Care > Digestion & Nausea
44,437,Magic Bullet Suppository (Box) Packs Per Box 100,Health & Beauty > Health Care > Digestion & Nausea
45,437,"MiraLAX laxative powder, 17.9 Ounces, 30 doses Health and Beauty",Health & Beauty > Health Care > Digestion & Nausea
46,437,Prilosec OTC (3 pack) 42 tabs,Health & Beauty > Health Care > Digestion & Nausea
47,437,"Tums Smoothies Antacid & Calcium Supplement Chewable Tablets, Berry Fusion - 60 ea Health and Beauty",Health & Beauty > Health Care > Digestion & Nausea
48,437,"PhysiciansCare Antacid Heartburn Medication (Compare to Tums), 50 Doses of Two Tablets, 420 mg",Health & Beauty > Health Care > Digestion & Nausea
49,437,Imodium Advanced Multi-Symptom Relief Caplets 18 ea New,Health & Beauty > Health Care > Digestion & Nausea
50,437,Meclizine 25 mg Generic For Bonine Chewable Tablets for Prevention of Motion Sickness and Anti-Nausea 100 Tablets per Bottle Pack of 2 Total 200 Table,Health & Beauty > Health Care > Digestion & Nausea
51,437,"Colace Docusate Sodium Stool Softener Capsules, 100 mg, 250 Count",Health & Beauty > Health Care > Digestion & Nausea
52,437,"Tums E-X 750 Antacid Calcium Supplement Chewable Tablets, Wintergreen - 96 Ea, 3 Pack",Health & Beauty > Health Care > Digestion & Nausea
53,437,"Bonine Bonine Motion Sickness Protection Raspberry, Raspberry 16 Tablets (Pack of 3)",Health & Beauty > Health Care > Digestion & Nausea
54,437,"Pepto-Bismol Cherry Chewables 5 Symptom Relief, Including Upset Stomach & Diarrhea 48 Count Health and Beauty",Health & Beauty > Health Care > Digestion & Nausea
55,437,Vi-Jon Inc. S0883 Mineral,Health & Beauty > Health Care > Digestion & Nausea
56,437,"Kirkland Signature Acid Controller, 20 mg Famotidine Tablet,170 Tablets",Health & Beauty > Health Care > Digestion & Nausea
57,437,"Digestive Advantage Lactose Defense Formula Probiotic Capsules, Dietary Supplement, 32 Count (Pack of 3)",Health & Beauty > Health Care > Digestion & Nausea
58,437,Extra Connectivity Gel for Motion Sickness Relief Wrist Band - 7.5ml,Health & Beauty > Health Care > Digestion & Nausea
59,437,"Gaviscon Antacid, Extra Strength, Chewable Tablets, Original, 100 ct",Health & Beauty > Health Care > Digestion & Nausea
60,437,"Pepto-Bismol Upset Stomach Reliever/Antidiarrheal, Caplets, 24 ct.",Health & Beauty > Health Care > Digestion & Nausea
61,437,"Tums Antacid Chewable Tablets, Extra Strength, Sugar free, Orange, 80-Count Bottles (Pack of 4) New",Health & Beauty > Health Care > Digestion & Nausea
62,437,Enema Colon Tube (12 Fg) Set of 15 - Ultra Saver Pack by HealthGoodsInTM,Health & Beauty > Health Care > Digestion & Nausea
63,437,"Phazyme Maximum Strength Softgels, 12 Count",Health & Beauty > Health Care > Digestion & Nausea
64,437,Equate Motion Sickness,Health & Beauty > Health Care > Digestion & Nausea
65,437,Tummy Calm Gas Relief Drops,Health & Beauty > Health Care > Digestion & Nausea
66,437,"The Perfect Enema Bag Kit for Colon Cleansing with Silicone Hose (2 Quart, Open Top) Red Color | Instuction Booklet",Health & Beauty > Health Care > Digestion & Nausea
67,437,"Lifeline Docusate Sodium Stool Softener 250mg Softgels, 100 Count",Health & Beauty > Health Care > Digestion & Nausea
68,437,DOK Stool Softener 100 Mg 1000 Tablets,Health & Beauty > Health Care > Digestion & Nausea
69,437,"Gaviscon Antacid, Extra Strength, Cherry, Chewable Tablets, 100 chewable tablets",Health & Beauty > Health Care > Digestion & Nausea
70,437,The Perfect Enema Bag Kit PVC Blue 2 Quarts Easy to wash Bag For Women For Men Reusable For Water&Coffee Colon Cleansing With Two Tips for Colon And Vagina Irrigation + Storage Bag by FeelYourLife,Health & Beauty > Health Care > Digestion & Nausea
71,437,"Phillips' Stool Softener Liquid Gels, 30 Count",Health & Beauty > Health Care > Digestion & Nausea
72,437,Dabur Hajmola Candy 250pcs,Health & Beauty > Health Care > Digestion & Nausea
73,437,"Bacid Probiotic, 50 Caplets",Health & Beauty > Health Care > Digestion & Nausea
74,437,"Alka-Seltzer Fruit Chews, 60 Count",Health & Beauty > Health Care > Digestion & Nausea
75,437,"Equate - Acid Reducer, Non-Prescription Strength, Ranitidine 75 mg, 120 Tablets, Compare to Zantac",Health & Beauty > Health Care > Digestion & Nausea
76,437,Acid Gone Antacid Chewable Generic for Gaviscon Extra Strength Chewable Tablets 100 Ct. Per Bottle Pack of 6 Bottles Total 600 Tablets,Health & Beauty > Health Care > Digestion & Nausea
77,437,LACTAID CAPLETS FAST ACT Size: 12,Health & Beauty > Health Care > Digestion & Nausea
78,437,Perdiem Stimulant Laxative,Health & Beauty > Health Care > Digestion & Nausea
79,437,Prevacid 24HR Caps 42-Count New,Health & Beauty > Health Care > Digestion & Nausea
80,437,"Colace Docusate Sodium Stool Softner, 50 mg Capsules, 30 Count",Health & Beauty > Health Care > Digestion & Nausea
81,437,"Dr. Schulze's Intestinal Formula #1 Colon Bowel Cleanse, 90 caps, 2 Count",Health & Beauty > Health Care > Digestion & Nausea
82,437,[3 Pack] Dok Plus Tablets Stool Softener - 8.6-50MG 100 Tablets *Compare to the active ingredients of Peri-Colace & Save!* New,Health & Beauty > Health Care > Digestion & Nausea
83,437,GoodSense Calcium Antacid,Health & Beauty > Health Care > Digestion & Nausea
84,437,"Zantac 150 Maximum Strength, Cool Mint, 90 Count",Health & Beauty > Health Care > Digestion & Nausea
85,437,"Nexium 24HR Capsules, 126 Count Pack (1w64ws)",Health & Beauty > Health Care > Digestion & Nausea
86,437,"Omeprazole Acid Reducer, Delayed Release, 20mg 42ct, By Equate",Health & Beauty > Health Care > Digestion & Nausea
87,437,"Pepto-Bismol Instacool Peppermint 5 Symptom Relief, Including Upset Stomach",Health & Beauty > Health Care > Digestion & Nausea
88,437,Equalactin Citrus Flavored Tablets - 24 Ea,Health & Beauty > Health Care > Digestion & Nausea
89,437,"Walgreens Omeprazole Acid Reducer, 20mg Tablets - 84 count (2 packs of 42 each) Bulk Pack",Health & Beauty > Health Care > Digestion & Nausea
90,437,"Pepcid AC Maximum Strength Tablets, 8-Count (Pack of 2)",Health & Beauty > Health Care > Digestion & Nausea
91,437,"Equate - Stool Softener 100 mg, 140 Capsules (Compare to Colace)",Health & Beauty > Health Care > Digestion & Nausea
92,437,Sea-band Adult Wristband 2 Pairs New,Health & Beauty > Health Care > Digestion & Nausea
93,437,"Dulcolax Stool Softener, Liquid Gels, 50 ct.",Health & Beauty > Health Care > Digestion & Nausea
94,437,"Phillips' Milk of Magnesia Laxative/Antacid, Liquid, Original, 4 fl oz (118 ml)",Health & Beauty > Health Care > Digestion & Nausea
95,437,Bonine Motion Sickness Tablets-Raspberry-32 ct.,Health & Beauty > Health Care > Digestion & Nausea
96,437,"Imodium A-D Anti-Diarrheal Liquid, Mint Flavor 8-Ounce Bottle",Health & Beauty > Health Care > Digestion & Nausea
97,437,GoodSense Milk of Magnesia,Health & Beauty > Health Care > Digestion & Nausea
98,437,"Pepcid AC Maximum Strength, Acid Reducer Tablets, 50 Count",Health & Beauty > Health Care > Digestion & Nausea
99,437,Organic Enema Coffee For Coffee Enema | Pure Enema Coffee | 1 LB | Air Roasted | Free Of Toxic Substances | Powerful Detoxifying Action! Health and Beauty,Health & Beauty > Health Care > Digestion & Nausea
100,437,"Metamucil Fiber Wafers, Cinnamon Spice, 12X2 (Pack of 5)",Health & Beauty > Health Care > Digestion & Nausea
101,437,"ENO Fruit Salt Sparkling Antacid Original 100g (REGULAR, 3 PACK)",Health & Beauty > Health Care > Digestion & Nausea
102,437,Tummydrops Convenience Bags (Four packages with 7 drops each) (Chef's Series),Health & Beauty > Health Care > Digestion & Nausea
103,437,"Zegerid OTC Capsules, 14 count",Health & Beauty > Health Care > Digestion & Nausea
104,437,Tums Smoothies Assorted,Health & Beauty > Health Care > Digestion & Nausea
105,437,"Equate - Heartburn Relief - Acid Reducer, Cimetidine 200 mg, 60 Tablets (Compare to Tagamet HB 200) Health and Beauty",Health & Beauty > Health Care > Digestion & Nausea
106,437,Fleet Enema Saline Ready to Use - 4.5 Oz (12 Pack) New,Health & Beauty > Health Care > Digestion & Nausea
107,437,"The Perfect Enema Bag Kit in Blue Color for Colon Cleansing With Silicone Hose (2 quart, open top) New",Health & Beauty > Health Care > Digestion & Nausea
108,437,Member's Mark Maximum Strength Ranitidine Tablets USP 150mg Acid Reducer (4 bottles (380 tablets)),Health & Beauty > Health Care > Digestion & Nausea
109,437,"SORBITOL Solution USP 70% W/W Laxative ,16 oz. (473mL)",Health & Beauty > Health Care > Digestion & Nausea
110,437,Zantac 75 Regular Strength,Health & Beauty > Health Care > Digestion & Nausea
111,437,Gaviscon Advance Aniseed,Health & Beauty > Health Care > Digestion & Nausea
112,437,Premium Colon Cleanse Great For Detox - Total Cleansing Formula - Natural Weight Loss for Body and Brain - Colon Cleanse Pro - Best Colon Cleanse Deto,Health & Beauty > Health Care > Digestion & Nausea
113,437,"ROLAIDS EXTRA STRNGTH TAB MINT 96, Pack of 2",Health & Beauty > Health Care > Digestion & Nausea
114,437,"Swiss Kriss Herbal Laxative Tablets, 120 Count New",Health & Beauty > Health Care > Digestion & Nausea
115,437,"GoodSense Milk of Magnesia Saline Laxative, Mint, 12 Fl Oz",Health & Beauty > Health Care > Digestion & Nausea
116,437,Kirkland Signature Anti-diarrheal Loperamide Hydrochloride Tablets 2mg - 4 Packs of 200 Caplets - Total 800 Caplets,Health & Beauty > Health Care > Digestion & Nausea
117,437,"Pepto-Bismol 5 Symptom Relief Including Upset Stomach and Diarrhea Original Chewable Tablets, 30 Count (Pack of 4)",Health & Beauty > Health Care > Digestion & Nausea
118,437,Pedia-Lax Chewable Tablets,Health & Beauty > Health Care > Digestion & Nausea
119,437,Tummy Tamer Digestion,Health & Beauty > Health Care > Digestion & Nausea
120,437,Sea Band Wristband Adult,Health & Beauty > Health Care > Digestion & Nausea
121,437,"Nexium 24HR Capsules, 84",Health & Beauty > Health Care > Digestion & Nausea
122,437,"Travel Eze Wristbands Motion Sickness, Pack of 2",Health & Beauty > Health Care > Digestion & Nausea
123,437,Dulcolax Medicated Laxative,Health & Beauty > Health Care > Digestion & Nausea
124,437,"Phazyme Ultra Strength Gas Relief, 60 Softgels",Health & Beauty > Health Care > Digestion & Nausea
125,437,"Tums Ex, Assorted Fruit, 48 Count",Health & Beauty > Health Care > Digestion & Nausea
126,437,"AMERICAN HEALTH TAM NATURAL HERB LAXATIVE, 250 TAB",Health & Beauty > Health Care > Digestion & Nausea
127,437,"Equate Maximum Strength Acid Reducer, Ranitidine Tablets USP, 150 mg 65 Tablets (Pack of 2)",Health & Beauty > Health Care > Digestion & Nausea
128,437,Combo: Superior 2 quart Stainless Steel Enema Kit + 10 free Colon tips - Medical Grade Tubings New,Health & Beauty > Health Care > Digestion & Nausea
